epoch,train_loss,train_accuracy,valid_loss,valid_accuracy,learning_rate
186,0.718656,0.694840,0.515781,0.789100,8.000000e-05
187,0.719600,0.692820,0.516620,0.789200,8.000000e-05
188,0.711366,0.696860,0.515937,0.789600,8.000000e-05
189,0.710880,0.696220,0.514903,0.790800,8.000000e-05
190,0.718874,0.692020,0.516882,0.787200,8.000000e-05
191,0.717290,0.694020,0.516130,0.789400,8.000000e-05
192,0.717878,0.693860,0.515896,0.790000,8.000000e-05
193,0.713981,0.693820,0.515193,0.789400,8.000000e-05
194,0.716847,0.693860,0.515912,0.788900,8.000000e-05
195,0.718761,0.691180,0.515300,0.789400,8.000000e-05
196,0.715179,0.695500,0.516870,0.788300,8.000000e-05
197,0.717158,0.694660,0.515024,0.790200,8.000000e-05
198,0.716474,0.692500,0.515576,0.789800,8.000000e-05
199,0.713807,0.696420,0.516483,0.789000,8.000000e-05
199,0.714874,0.697020,0.514749,0.790000,8.000000e-05
